	< 1 page >
번호|		지점명			|			  주소  			|	전화번호
 9	|	경기안양시평촌2호점 	|	경기안양시동안구관평로138번길24	|	031-476-2073
 10	|	서울양천구화곡3동점 	|	서울양천구월정로42길9	|	02-2692-4492
 11	|	서울구로구남구로점 	|	서울구로구도림로12길24	|	02-865-9222
 12	|	경기광명시광명사거리점 	|	경기광명시오리로985번안길7	|	02-2682-9292
 13	|	경기광명시광명시장점 	|	경기광명시광이로32	|	02-2618-4479
 14	|	서울강서구방화1점 	|	서울강서구양천로24가길3	|	02-2662-4472
 15	|	서울양천구신월2점 	|	서울양천구오목로77	|	02-2693-4492
 16	|	서울양천구목4동점 	|	서울양천구목동중앙서로23	|	02-2644-4492
 17	|	경기안양시호계2호점 	|	경기안양시동안구전파로88	|	031-478-8892
 18	|	서울강서구우장산점 	|	서울강서구우장산로2길7	|	02-2659-5454
 19	|	서울강서구수명산파크점 	|	서울특별시강서구강서로47길108	|	02-2667-7792
 20	|	서울구로구오류1점 	|	서울특별시구로구부일로953	|	02-2689-9288
 21	|	서울양천구신월점 	|	서울특별시양천구신월로99	|	02-2602-4479
 22	|	경기안양시안양1호점 	|	경기안양시만안구냉천로175번길6	|	031-465-5882
 23	|	서울구로구구로테크노마트점 	|	서울구로구새말로102	|	02-860-5700
 24	|	서울구로구고척1점 	|	서울구로구경서로45	|	02-3666-4492
	< 15 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기광명시철산역점 	|	경기광명시광덕산로5푸르지오하늘채아파트종합	|	02-2612-9979
 2	|	경기안양시박달점 	|	경기안양시만안구양화로148번길15	|	031-445-9282
 3	|	서울구로구오류2점 	|	서울구로구오류로62	|	02-2689-5545
 4	|	서울구로구구로시장점 	|	서울구로구구로동로28길93	|	02-857-4492
 5	|	서울구로구근린공원점 	|	서울구로구고척로27길115	|	02-2687-4479
 6	|	서울구로구신도림점 	|	서울구로구신도림로11길43	|	02-2677-4492
 7	|	경기안양시관양지구점 	|	경기안양시동안구관악대로374번길19	|	031-422-4479
 8	|	경기부천시송내점 	|	경기도부천시소사구송내대로30번길71	|	032-655-6573
 9	|	경기김포시양곡점 	|	경기도김포시김포한강9로121	|	031-981-1322
 10	|	인천동구동인천송현점 	|	인천광역시동구화도로15	|	032-777-9292
 11	|	인천부평구부개점 	|	인천광역시부평구길주남로101번길4-19	|	032-513-0033
 12	|	경기시흥시월곶점 	|	경기도시흥시월곶중앙로90	|	031-404-7706
 13	|	인천남동구논현점 	|	인천광역시남동구논곡로79	|	032-446-7590
 14	|	경기부천시범박점 	|	경기도부천시소사구소사동로93	|	032-349-5551
 15	|	경기부천시원종점 	|	경기도부천시오정구소사로775번길50	|	032-675-5592
 16	|	인천계양구계산점 	|	인천광역시계양구용마루길20	|	032-556-8278
 17	|	경기부천시심곡점 	|	경기도부천시소사구심곡로67번길67	|	032-612-9120
 18	|	경기부천시중동약대점 	|	경기도부천시원미구도약로221번길64	|	032-682-9982
 19	|	경기부천시소사점 	|	경기도부천시소사구은성로68번길23	|	032-351-9989
 20	|	경기부천시역곡점 	|	경기도부천시원미구역곡로20번길86	|	032-341-9992
 21	|	인천남구주안점 	|	인천광역시남구인주대로489	|	032-424-5757
 22	|	인천남구학익점 	|	인천광역시남구소성로175-16	|	032-862-6565
 23	|	경기부천시원미점 	|	경기도부천시원미구조마루로386번길26	|	032-614-7272
 24	|	인천남구주안역점 	|	인천광역시남구주안로201	|	032-435-5533
	< 16 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기부천시오정점 	|	경기도부천시오정구부천로478번길96	|	032-672-9494
 2	|	경기김포시김포1호점 	|	경기도김포시관순로28	|	031-983-0998
 3	|	경기부천시역곡남부점 	|	경기도부천시소사구부광로23	|	032-342-5554
 4	|	인천부평구부평중앙점 	|	인천광역시부평구장제로84번길6	|	032-508-2229
 5	|	인천부평구청천점 	|	인천광역시부평구마장로364번길7-1	|	032-501-2332
 6	|	인천남동구만수2점 	|	인천광역시남동구백범로180번길114	|	032-473-9282
 7	|	인천서구가좌점 	|	인천광역시서구여우재로109	|	032-578-9942
 8	|	경기김포시고촌점 	|	경기도김포시고촌읍은행영사정로35102	|	031-984-4492
 9	|	경기김포시풍무점 	|	경기도김포시양도로18	|	031-982-5592
 10	|	경기김포시장기점 	|	경기도김포시김포한강3로290-16	|	031-985-9945
 11	|	인천서구검암점 	|	인천광역시서구도요지로189번길104	|	032-567-4479
 12	|	인천강화군강화1점 	|	인천광역시강화군강화읍강화대로362	|	032-933-0062
 13	|	인천부평구부평남부점 	|	인천광역시부평구남부역로3	|	032-505-9245
 14	|	인천남동구간석점(B) 	|	인천광역시남동구구월로131번길52	|	032-441-4479
 15	|	인천연수구송도신도시점 	|	인천광역시연수구해돋이로107	|	032-835-7441
 16	|	경기부천시심곡북부점 	|	경기도부천시원미구부흥로450	|	032-666-9272
 17	|	경기시흥시거모점(B) 	|	경기도시흥시한우물로25	|	031-495-4479
 18	|	인천서구마전점 	|	인천광역시서구검단로623번길17	|	032-564-9982
 19	|	인천중구월미점 	|	인천광역시중구월미로223	|	032-777-6119
 20	|	인천중구하늘도시점 	|	인천광역시중구하늘달빛로95	|	032-751-9982
 21	|	인천연수구선학점 	|	인천광역시연수구선학로90	|	032-814-9977
 22	|	경기시흥시시화점 	|	경기도시흥시중심상가로39	|	031-434-9998
 23	|	인천서구신현점(B) 	|	인천광역시서구율도로77번길12	|	032-575-5592
 24	|	인천옹진군백령점 	|	인천광역시옹진군백령면백령로272-1	|	032-836-2200
	< 17 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	인천남동구논현택지점(B) 	|	인천광역시남동구소래역서로10-28	|	032-433-4479
 2	|	인천남구문학관교점 	|	인천광역시남구매소홀로576번길5-9	|	032-428-8892
 3	|	경기시흥시정왕점 	|	경기도시흥시정왕천로427번길6-1102호	|	031-432-0961
 4	|	경기시흥시은행점 	|	경기도시흥시은행로167번길3	|	031-404-5551
 5	|	경기부천시상동북부점 	|	경기도부천시원미구송내대로265번길37	|	032-329-4555
 6	|	인천부평구부일점 	|	인천광역시부평구경인로1092번길17-1	|	032-362-9944
 7	|	인천남동구서창1점 	|	인천광역시남동구장아산로1301층	|	032-467-9292
 8	|	인천남구제물포점 	|	인천광역시남구수봉안길13번길2	|	032-875-8181
 9	|	인천연수구송도3동점 	|	인천광역시연수구송도문화로28번길28	|	032-812-2999
 10	|	경기시흥시능곡점 	|	경기도시흥시장현능곡로178	|	031-318-9222
 11	|	인천연수구청학점 	|	인천광역시연수구비류대로239번길25	|	032-832-4479
 12	|	인천연수구연수2동3동점 	|	인천광역시연수구샘말로87번길1	|	032-812-4492
 13	|	인천서구청라1호점 	|	인천광역시서구청라에메랄드로127	|	032-572-7000
 14	|	인천계양구작전점 	|	인천광역시계양구주부토로447	|	032-555-9218
 15	|	인천부평구십정점 	|	인천광역시부평구열우물로62-1	|	032-422-4456
 16	|	경기부천시고강점 	|	경기도부천시오정구역곡로472번길31	|	032-683-2511
 17	|	인천남동구만수1점 	|	인천광역시남동구하촌로48	|	032-471-4492
 18	|	경기시흥시신천점(B) 	|	경기시흥시신천로100번안길10	|	031-315-9922
 19	|	인천중구운서점 	|	인천중구영종대로278번길50	|	032-747-2255
 20	|	인천계양구계양점 	|	인천계양구임학서로18	|	032-544-8292
 21	|	인천연수구동춘점 	|	인천연수구먼우금로83번길49	|	032-813-3388
 22	|	경기김포시마송점 	|	경기도김포시통진읍조강로102	|	031-998-7272
 23	|	경기시흥시목감점 	|	경기시흥시논곡길1	|	031-411-4479
 24	|	인천부평구갈산점(B) 	|	인천부평구굴포로81-1	|	032-501-7448
	< 18 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기부천시중동1점 	|	경기부천시중동로171번길13-1	|	032-657-9282
 2	|	인천부평구삼산1동점 	|	인천부평구대보로24번길12	|	032-502-4479
 3	|	경기시흥시연성2지구점 	|	경기시흥시장곡로15	|	031-318-4492
 4	|	인천계양구효성점(B) 	|	인천광역시계양구목화밭길26	|	032-544-1345
 5	|	인천연수구옥련점(B) 	|	인천연수구한나루로87주문빌딩301호	|	032-851-4479
 6	|	인천남구주안2점 	|	인천남구인주대로319번길38	|	032-865-4492
 7	|	인천동구송림점 	|	인천동구동산로89	|	032-763-7979
 8	|	인천남구용현점 	|	인천남구아암대로45번길83-8	|	032-889-4482
 9	|	인천서구석남점 	|	인천서구면개포로13-1	|	032-572-5454
 10	|	인천계양구계산중앙점(B) 	|	인천계양구계양대로194번길18	|	032-554-9222
 11	|	경기부천시여월점 	|	경기부천시삼작로335	|	032-682-4479
 12	|	인천부평구부평롯데점 	|	인천부평구경원대로1367번길12	|	032-501-9233
 13	|	인천서구연희점 	|	인천서구승학로199-1	|	032-566-4450
 14	|	인천남동구구월점 	|	인천남동구용천로27	|	032-461-9982
 15	|	경기부천시상동점 	|	경기부천시조마루로105번길8-8	|	032-324-9282
 16	|	인천부평구산곡점 	|	인천부평구화랑남로9번길20	|	032-524-9990
 17	|	인천계양구동양점 	|	인천계양구당미1길7	|	032-547-2592
 18	|	인천서구당하점 	|	인천서구원당대로675	|	032-566-0041
 19	|	경기시흥시오이도역점 	|	경기시흥시함송로24	|	031-499-7192
 20	|	경기남양주시오남리점 	|	경기도남양주시오남읍진건오남로595-22	|	031-574-9989
 21	|	경기성남시신흥점 	|	경기도성남시수정구수정남로236-1	|	031-742-9913
 22	|	경기남양주시금곡점 	|	경기도남양주시경춘로992번길1	|	031-591-4292
 23	|	경기양평군양평점 	|	경기도양평군양평읍해오름길2	|	031-775-3372
 24	|	경기남양주시사능점 	|	경기도남양주시진건읍진건오남로86번길36	|	031-575-8123
	< 19 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기구리시인창점 	|	경기도구리시건원대로99번길80	|	031-565-4470
 2	|	경기남양주시덕소점(B) 	|	경기도남양주시와부읍덕소로284번길10-7	|	031-577-9005
 3	|	경기남양주시월산점 	|	경기도남양주시화도읍경춘로2186	|	031-593-3233
 4	|	경기가평군청평점 	|	경기도가평군청평면잠곡로3	|	031-584-7679
 5	|	경기가평군가평점 	|	경기도가평군가평읍석봉로230	|	031-581-9982
 6	|	경기이천시갈산점 	|	경기도이천시영창로314번길51	|	031-634-4402
 7	|	경기여주시여주점 	|	경기도여주군여주읍여흥로157	|	031-885-8886
 8	|	경기가평군현리점 	|	경기도가평군하면현창로38번길2	|	031-585-9929
 9	|	경기남양주시호평점 	|	경기남양주시천마산로16번길2	|	031-559-6054
 10	|	경기광주시태전점 	|	경기도광주시태봉로20	|	031-767-9200
 11	|	경기남양주시광릉내점 	|	경기도남양주시진접읍광릉내로82번길27	|	031-575-8244
 12	|	경기여주시가남점 	|	경기도여주시가남읍경충대로1162-20	|	031-883-8583
 13	|	경기남양주시수동점 	|	경기도남양주시수동면비룡로788	|	031-511-2230
 14	|	경기하남시덕풍점 	|	경기도하남시신평로101번길27	|	031-795-1140
 15	|	경기구리시수택점 	|	경기도구리시원수택로45	|	031-569-6622
 16	|	경기광주시양벌점 	|	경기도광주시오포읍양촌안길40	|	031-765-9964
 17	|	경기양평군용문점 	|	경기도양평군용문면다문북길105	|	031-775-4044
 18	|	경기남양주시도농점 	|	경기도남양주시미금로42번길20-1	|	031-551-6692
 19	|	경기성남시이매점 	|	경기도성남시분당구성남대로779번길52	|	031-703-4471
 20	|	경기남양주시별내점 	|	경기도남양주시별내3로63	|	031-529-4479
 21	|	서울강동구길동1점 	|	서울특별시강동구진황도로47길15	|	02-486-4492
 22	|	서울강동구길동2점 	|	서울특별시강동구천호대로199길15	|	02-482-7782
 23	|	서울강동구성내1점 	|	서울특별시강동구천호옛14길34	|	02-472-4472
 24	|	서울강동구강일점 	|	서울특별시강동구아리수로94길19	|	02-428-0076
	< 20 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기광주시오포2호점 	|	경기도광주시오포읍오포로347	|	031-765-4456
 2	|	서울강동구암사2점 	|	서울특별시강동구고덕로28길10-5	|	02-442-4456
 3	|	경기성남시금광점 	|	경기도성남시중원구산성대로382번길58	|	031-742-9282
 4	|	경기남양주시평내점 	|	경기도남양주시경춘로1286번안길24	|	031-556-4479
 5	|	경기양평군용두리점 	|	경기도양평군청운면용두로141	|	031-772-4479
 6	|	경기남양주시덕소2호점 	|	경기도남양주시와부읍수레로59	|	031-521-6249
 7	|	경기성남시상대원점 	|	경기도성남시중원구박석로93번길2-1	|	031-735-4777
 8	|	서울강동구천호2동점 	|	서울특별시강동구올림픽로78길15-4	|	02-482-4482
 9	|	서울강동구둔촌점 	|	서울특별시강동구천호대로182길41	|	02-475-9282
 10	|	경기성남시서현점(B) 	|	경기도성남시분당구중앙공원로54234동104호	|	031-715-7978
 11	|	경기성남시정자점 	|	경기도성남시분당구백현로152	|	031-714-4482
 12	|	경기성남시정자2호점 	|	경기도성남시분당구정자로143	|	031-715-4462
 13	|	서울강동구천호1점 	|	서울특별시강동구구천면로284	|	02-477-5765
 14	|	경기남양주시퇴계원점 	|	경기남양주시퇴계원면퇴계원로78번길3-2	|	031-571-9925
 15	|	경기가평군북면점 	|	경기도가평군북면화악산로11번길5	|	031-582-6789
 16	|	경기광주시신현점 	|	경기도광주시오포읍신현로44-10102호	|	031-726-4413
 17	|	경기성남시구미점 	|	경기도성남시분당구미금로45	|	031-712-9285
 18	|	경기성남시도촌점 	|	경기도성남시중원구도촌로12	|	031-721-4479
 19	|	경기하남시신장점 	|	경기도하남시하남대로777번길37	|	031-795-1120
 20	|	경기남양주시창현점 	|	경기도남양주시화도읍수레로1234-26	|	031-593-4482
 21	|	경기성남시수진점 	|	경기도성남시수정구산성대로157번길27-2	|	031-752-9936
 22	|	경기성남시수내점(B) 	|	경기성남시분당구발이봉북로24번길1	|	031-715-7975
 23	|	경기광주시곤지암점 	|	경기도광주시곤지암읍평촌길30-21	|	031-798-9050
 24	|	경기성남시서판교점 	|	경기성남시분당구판교로25번길22-6	|	031-8017-4479
	< 21 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기남양주시진접지구점 	|	경기도남양주시진접읍해밀예당2로125	|	031-574-4492
 2	|	경기성남시위례중앙점 	|	경기성남시수정구위례서일로1길21-8	|	031-721-4482
 3	|	경기광주시광주점 	|	경기광주시통미로60	|	031-768-9913
 4	|	경기이천시아미점 	|	경기이천시부발읍경충대로2039	|	031-635-3991
 5	|	경기성남시동판교점(B) 	|	경기성남시분당구동판교로52번길17-4	|	031-8017-2226
 6	|	서울강동구명일점(B) 	|	서울강동구동남로67길22	|	02-429-4479
 7	|	경기양평군한화리조트점 	|	경기양평군옥천면신촌길188	|	
 8	|	경기남양주시별내2호점 	|	경기남양주시두물로39번길22-14	|	031-574-4479
 9	|	경기성남시야탑점 	|	경기성남시분당구매화로48번길12-6	|	031-706-4479
 10	|	경기이천시관고동점 	|	경기이천시영창로66	|	031-631-7557
 11	|	경기여주시오학점 	|	경기여주시학동1길53	|	031-885-4482
 12	|	경기성남시태평점 	|	경기성남시수정구탄리로132번길9	|	031-751-9913
 13	|	경기성남시성남점 	|	경기성남시중원구원터로105번길8	|	031-755-7551
 14	|	경기남양주시천마산점 	|	경기남양주시화도읍먹갓로28번길15	|	031-559-9233
 15	|	경기구리시교문점 	|	경기구리시안골로20번길6	|	031-566-9982
 16	|	경기하남시미사1점 	|	경기하남시미사강변한강로220번길27	|	031-792-7792
 17	|	경기오산시운암1점 	|	경기도오산시운천로99	|	031-377-3171
 18	|	경기안산시월피점 	|	경기도안산시상록구예술광장1로48	|	031-405-4492
 19	|	경기오산시궐동점 	|	경기도오산시궐동로69번길7	|	031-378-4592
 20	|	경기평택시포승점 	|	경기도평택시포승읍여술로43번길18	|	031-686-9799
 21	|	경기화성시안녕점 	|	경기도화성시화산중앙로64번길3	|	031-235-4314
 22	|	경기안산시초지점 	|	경기도안산시단원구초지로128	|	031-487-4485
 23	|	경기화성시향남1지구점 	|	경기도화성시향남읍행정서로2길14-18	|	031-366-6200
 24	|	경기오산시세교신도시점 	|	경기도오산시오산대역로132번길30	|	031-374-9492
	< 22 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기평택시팽성점(B) 	|	경기도평택시팽성읍팽성대교길14	|	031-691-4479
 2	|	경기군포시군포점 	|	경기도군포시군포로490번길12	|	031-391-1147
 3	|	경기군포시금정점 	|	경기도군포시당산로197번길4	|	031-396-9255
 4	|	경기군포시대야미점 	|	경기도군포시대야1로13	|	031-438-7292
 5	|	경기군포시산본목련점 	|	경기도군포시고산로643번길9	|	031-391-9250
 6	|	경기수원시영통1호점 	|	경기수원시영통구매영로398번길4	|	031-273-9285
 7	|	경기수원시우만점 	|	경기도수원시팔달구중부대로223번길20-7	|	031-211-8208
 8	|	경기용인시신갈점 	|	경기도용인시기흥구용구대로2152번길39	|	031-285-3784
 9	|	경기용인시용인1호점 	|	경기도용인시처인구중부대로1343번길10-17	|	031-336-9909
 10	|	경기의왕시내손동점 	|	경기도의왕시복지로82	|	031-426-9282
 11	|	경기의왕시부곡점 	|	경기도의왕시부곡중앙남6길86	|	031-462-4472
 12	|	경기용인시모현점 	|	경기도용인시처인구모현면백옥대로2594	|	031-332-3434
 13	|	경기수원시매교세류점 	|	경기도수원시팔달구효원로73	|	031-898-5993
 14	|	경기수원시정자2동점 	|	경기수원시장안구수성로245번길30	|	031-255-4492
 15	|	경기용인시죽전1호점 	|	경기도용인시수지구푸른솔로81	|	031-263-9555
 16	|	경기용인시구성점 	|	경기도용인시기흥구마북로98	|	031-283-8114
 17	|	경기안산시본오1호점 	|	경기도안산시상록구반석로80	|	031-406-3274
 18	|	경기화성시병점1호점 	|	경기도화성시경기대로1010번길18	|	031-234-9986
 19	|	경기안산시신도시점 	|	경기도안산시단원구광덕3로215	|	031-414-4479
 20	|	경기평택시지산점 	|	경기도평택시지산로108-6	|	031-667-4492
 21	|	경기평택시청북점 	|	경기도평택시청북면안청로1길12	|	031-682-8556
 22	|	경기수원시매탄권선점 	|	경기도수원시영통구권선로811	|	031-235-7795
 23	|	경기안산시와동점 	|	경기도안산시단원구선부로244	|	031-401-4406
 24	|	경기안산시선부1점 	|	경기도안산시단원구화정천서로3길8-1	|	031-480-9931
	< 23 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기오산시원동갈곶점 	|	경기도오산시밀머리로29	|	031-372-1370
 2	|	경기용인시상현점 	|	경기도용인시수지구만현로100	|	031-276-9291
 3	|	경기용인시수지2지구점 	|	경기도용인시수지구정평로40-3	|	031-265-4988
 4	|	경기용인시풍덕천점 	|	경기도용인시수지구풍덕천로172번길3-15	|	031-896-6677
 5	|	경기용인시동백지구점 	|	경기도용인시기흥구평촌2로1번길9-1	|	031-275-0064
 6	|	경기평택시이충장당점 	|	경기도평택시서정역로36번길70-9	|	031-666-4479
 7	|	경기화성시남양점 	|	경기도화성시남양시장로60	|	031-355-4484
 8	|	경기평택시안중점 	|	경기도평택시안중읍안현로서3길91	|	031-682-8414
 9	|	경기안산시사동점 	|	경기도안산시상록구감골2로47	|	031-406-0999
 10	|	경기화성시향남2지구점 	|	경기도화성시향남읍한절이2길14	|	031-358-0119
 11	|	경기평택시용이지구점 	|	경기도평택시현신로212	|	031-656-4479
 12	|	경기수원시세류2호점 	|	경기도수원시권선구덕영대로1152번길38	|	031-226-4482
 13	|	경기용인시서천점 	|	경기도용인시기흥구서천서로12번길4-10	|	031-205-5225
 14	|	경기안산시중앙점(B) 	|	경기도안산시단원구예술대학로147	|	031-405-4482
 15	|	경기안산시선부1동점 	|	경기도안산시단원구선부광장서로1길5바동108호	|	031-402-4003
 16	|	경기군포시산본역점(B) 	|	경기도군포시쟁골2길16	|	031-398-7878
 17	|	경기수원시신영통점 	|	경기도수원시영통구태장로7번길6	|	031-205-9285
 18	|	경기용인시보라점 	|	경기도용인시기흥구한보라2로14번길7-19	|	031-274-7379
 19	|	경기화성시동탄1호점 	|	경기화성시동탄지성로92	|	031-613-4492
 20	|	경기화성시동탄2호점 	|	경기도화성시동탄반석로39	|	031-613-1344
 21	|	경기수원시곡반정점 	|	경기도수원시권선구곡선로50번길22-10	|	031-267-4479
 22	|	경기수원시호매실점 	|	경기도수원시권선구매실로34	|	031-298-9299
 23	|	경기수원시매탄2동점 	|	경기도수원시영통구산남로74	|	031-212-0055
 24	|	경기용인시상갈점 	|	경기도용인시기흥구금화로108번길28	|	031-287-4479
	< 24 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기용인시백암점 	|	경기도용인시처인구백암면백암로201번길13-4	|	031-321-9279
 2	|	경기수원시구운탑동점 	|	경기도수원시권선구구운로57번길3	|	031-278-3001
 3	|	경기수원시정자1동점 	|	경기도수원시장안구대평로162번길50	|	031-258-4492
 4	|	경기수원시조원점 	|	경기도수원시장안구조원로107	|	031-245-9291
 5	|	경기수원시율천점 	|	경기도수원시장안구율전로80번길5	|	031-293-9291
 6	|	경기수원시고색오목점 	|	경기도수원시권선구고산로27번길43	|	031-291-6630
 7	|	경기용인시양지점 	|	경기용인시처인구양지면남곡로35	|	031-322-2570
 8	|	경기화성시팔탄점 	|	경기화성시팔탄면구장길7	|	031-354-8550
 9	|	경기수원시신매탄점 	|	경기수원시영통구매탄로140번길54-2	|	031-217-9577
 10	|	경기용인시둔전점(B) 	|	경기용인시처인구포곡읍포곡로124번길9-1	|	031-321-4447
 11	|	경기안산시일동점 	|	경기안산시상록구식물원로4길7	|	031-502-4479
 12	|	경기용인시죽전2호점 	|	경기용인시수지구죽전로255	|	031-889-4777
 13	|	경기수원시인계점 	|	경기수원시팔달구장다리로245번길21	|	031-221-1292
 14	|	경기화성시동탄청계점 	|	경기화성시동탄치동천로3길28-1	|	031-374-4482
 15	|	경기화성시와우리점(B) 	|	경기도화성시봉담읍와우로119번길36-5	|	031-225-9291
 16	|	경기평택시세교점 	|	경기평택시세교상가5길22	|	031-654-9288
 17	|	경기안산시신길지구점 	|	경기도안산시단원구도일로24	|	031-508-0202
 18	|	경기수원시영화점(B) 	|	경기수원시장안구장안로30	|	031-257-4479
 19	|	경기수원시인계중앙점 	|	경기수원시팔달구권광로243	|	031-212-4495
 20	|	경기화성시봉담점 	|	경기화성시봉담읍오래2길5102호	|	031-297-4470
 21	|	경기용인시강남대점 	|	경기용인시기흥구강남동로114번길22	|	031-274-1166
 22	|	경기수원시권선점(B) 	|	경기수원시권선구권중로56번길35	|	031-232-4479
 23	|	경기용인시흥덕지구점(B) 	|	경기용인시기흥구흥덕1로50	|	031-212-4492
 24	|	경기평택시비전1호점 	|	경기평택시중앙로213	|	031-651-4479
	< 25 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경기수원시화서점 	|	경기수원시팔달구팔달로119번길34-1	|	031-242-5582
 2	|	경기용인시신봉점 	|	경기용인시수지구신봉1로48번길11뉴골드프라자	|	031-263-4479
 3	|	경기수원시광교1호점 	|	경기수원시영통구법조로149번길171	|	031-214-4479
 4	|	경기평택시소사벌점 	|	경기평택시비전6길28-5	|	031-692-9292
 5	|	경기수원시연무점(B) 	|	경기수원시장안구연무로33	|	031-257-4392
 6	|	경기안산시본오2호점 	|	경기안산시상록구본원로2길3	|	031-408-4479
 7	|	경기화성시동탄3호점 	|	경기화성시여울로21	|	031-8015-4479
 8	|	경기화성시동탄역점 	|	경기화성시동탄대로21가길4-31	|	031-375-4492
 9	|	경기안산시원곡점 	|	경기안산시단원구원선로55	|	031-492-7755
 10	|	경기수원시화서꽃뫼점(B) 	|	경기수원시팔달구일월로18번길4-13	|	031-278-4492
 11	|	충남아산시온천점 	|	충청남도아산시번영로147-1	|	041-534-9969
 12	|	충남천안시쌍용1점 	|	충청남도천안시서북구쌍용9길10-1	|	041-575-9285
 13	|	충남천안시두정1점 	|	충청남도천안시서북구부성1길40-6	|	041-558-9285
 14	|	충남당진군합덕점 	|	충청남도당진시합덕읍중동1길40	|	041-363-9282
 15	|	충남천안시신방1점 	|	충청남도천안시동남구새말4길5	|	041-573-9285
 16	|	충남홍성군홍성점 	|	충청남도홍성군홍성읍문화로110	|	041-633-9285
 17	|	충남천안시직산점 	|	충청남도천안시서북구직산읍아랫말2길9	|	041-585-2662
 18	|	충남천안시구성점 	|	충청남도천안시동남구삼룡천2길9	|	041-556-9285
 19	|	충남계룡시계룡점 	|	충청남도계룡시엄사면번영로74	|	042-840-7772
 20	|	충남아산시배방점 	|	충청남도아산시배방읍배방로173번길14-7	|	041-534-9285
 21	|	충남아산시용화점 	|	충청남도아산시시민로258번길3-5	|	041-547-9285
 22	|	충남연기군조치원점 	|	세종특별자치시조치원읍신흥샛터길41	|	044-862-9285
 23	|	충남아산시신창점 	|	충청남도아산시서부북로953	|	041-543-8292
 24	|	충남천안시병천북면점 	|	충청남도천안시동남구충절로1456	|	041-568-9285
	< 26 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	충남태안군태안1점 	|	충청남도태안군태안읍군청10길12	|	041-672-4482
 2	|	충남천안시신부점 	|	충청남도천안시동남구천안천8길53-1	|	041-555-4482
 3	|	충남아산시장존점 	|	충청남도아산시외암로1245	|	041-547-4479
 4	|	충남천안시입장점 	|	충청남도천안시서북구입장면입장로135	|	041-585-4479
 5	|	충남보령시대천점 	|	충청남도보령시대천로74	|	041-934-9285
 6	|	충남예산군예산점 	|	충청남도예산군예산읍역전로113	|	041-333-9285
 7	|	충남천안시목천신계점 	|	충청남도천안시동남구목천읍목천안터1길4	|	041-522-4479
 8	|	충남천안시풍세점 	|	충남천안시동남구풍세면풍년길46-1	|	041-555-4546
 9	|	충남논산시연무점 	|	충청남도논산시연무읍연무로183	|	041-742-9285
 10	|	충남공주시금학점 	|	충청남도공주시우금티로547	|	041-858-4479
 11	|	충남천안시안서점 	|	충청남도천안시동남구중암샛길13	|	041-555-4479
 12	|	충남당진시당진2점 	|	충청남도당진시원당로45	|	041-356-4479
 13	|	충남서천군서면점 	|	충청남도서천군서면공암남촌길169	|	041-951-4456
 14	|	충남홍성군내포신도시점 	|	충청남도홍성군홍북면의향로289번길에이원프라자105호	|	041-632-4479
 15	|	충남논산시논산항공학교 	|	충청남도논산시노성면송당리5	|	NotPhone
 16	|	충남천안시신방초원점 	|	충청남도천안시동남구수곡로22	|	041-575-4479
 17	|	충남당진시석문점 	|	충청남도당진시석문면대호만로1748	|	041-356-4566
 18	|	충남당진시송악점 	|	충청남도당진시송악읍도고머리길12	|	041-353-0852
 19	|	충남아산시장재점 	|	충청남도아산시배방읍새아산로20-8	|	041-534-4479
 20	|	충남금산군금산점(B) 	|	충청남도금산군금산읍금산로1491	|	041-753-4949
 21	|	충남서천군서천점(B) 	|	충청남도서천군서천읍서천로94	|	041-953-6799
 22	|	충남천안시신방통정점 	|	충청남도천안시동남구풍세로809	|	041-577-4479
 23	|	충남예산군삽교점 	|	충청남도예산군삽교읍삽교로76	|	041-337-2121
 24	|	충남보령시대천해수욕장점 	|	충청남도보령시해수욕장10길6	|	041-935-8292
	< 27 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	충남아산시음봉점 	|	충청남도아산시음봉면음봉로841	|	041-541-4479
 2	|	충남천안시불당점 	|	충청남도천안시서북구불당7길33	|	041-552-9285
 3	|	충남서산시읍내점 	|	충청남도서산시부춘1로24-5	|	041-665-4479
 4	|	충남천안시쌍봉점 	|	충청남도천안시서북구봉서5길17	|	041-572-4479
 5	|	충남서산시성연점 	|	충남서산시성연면성연3로35	|	041-669-5670
 6	|	충남보령시무창포해수욕장점 	|	충남보령시웅천읍열린바다로342	|	041-936-4479
 7	|	충남서산시동문점 	|	충남서산시안견로214-5	|	041-681-9285
 8	|	충남논산시논산1점(B) 	|	충남논산시시민로258번길7	|	041-736-9285
 9	|	세종시한솔동세종첫마을점 	|	세종특별자치시누리로59	|	044-865-9285
